id_talhao;fazenda_nome;setor_nome;codigo_talhao;textura_solo_descricao;safra_ocupacao_variedade;periodo_safra_classe;safra_data_inicio;safra_data_fim;data_plantio_inicio;data_plantio_fim;data_emergencia;data_colheita_inicio;data_colheita_fim;produtividade;ultimo_estadio_fenologico
22726;Boa Vista;Colina 1;92;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A2;Safrinha;2019-01-01;2020-01-01;2019-02-04;2019-02-08;2019-02-11;0;0;74,5831400512463;Fn
11380;Boa Vista;Colina 1;92;Muito Argilosa 60%-100%;Safra 16/17 Soja S2;Outros;2016-01-01;2016-12-31;2016-01-28;2016-02-03;2016-02-05;2016-05-19;2016-05-21;59,0689796750451;R6
23318;Boa Vista;Colina 1;92;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-02-07;2019-02-08;2019-02-11;0;0;67,3190487145157;Fn
26249;Boa Vista;Colina 1;92;Muito Argilosa 60%-100%;Safra 20/21 Soja S5;Safra;2020-01-01;2020-12-31;2020-09-30;2020-10-02;2020-10-09;2020-01-21;2020-01-22;69,678215034644;R1
3388;Boa Vista;Colina 1;92;Muito Argilosa 60%-100%;Safra 14/15 Milho M2;Safra;2014-01-01;2015-01-01;2014-11-17;2014-11-17;0;2014-04-19;2014-04-21;0;0
5101;Boa Vista;Colina 1;92;Muito Argilosa 60%-100%;Safra 15/16 Soja S7;Outros;2015-01-01;2016-01-01;2015-12-08;2015-12-08;2015-12-13;2015-03-29;2015-04-04;0;0
3389;Boa Vista;Colina 1;92;Muito Argilosa 60%-100%;Safra 14/15 Milho M5;Safra;2014-01-01;2015-01-01;2014-11-17;2014-11-17;0;2014-04-23;2014-04-25;0;0
33258;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 22/23 Soja S3;Safra;2022-01-01;2023-01-01;2022-10-08;2022-10-09;2022-10-16;2022-02-01;2022-02-03;69,1535640876716;R5.1
4169;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 15/16 Soja S5;Outros;2015-01-01;2016-01-01;2015-12-10;2015-12-12;2015-12-23;2015-04-03;2015-04-08;0;R5.1
29441;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 21/22 Soja S9;Safra;2021-01-01;2022-01-01;2021-10-05;2021-10-10;2021-10-15;2021-02-02;2021-02-04;68,2411041874026;R5.3
2622;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 14/15 Milho M6;Safra;2014-01-01;2015-01-01;2014-11-04;2014-11-06;0;2014-03-29;2014-04-02;0;0
25927;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 20/21 Soja S1;Safra;2020-01-01;2020-12-31;0;2020-10-05;2020-10-11;2020-01-25;2020-01-26;71,567958185035;R5.4
19475;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 18/19 Milho M3;Safrinha;2018-01-01;2019-01-01;2018-03-03;2018-03-08;2018-03-08;2018-08-04;2018-08-06;92,3272224320857;V12
30136;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 21/22 Algod�o A8;Safrinha;2021-01-01;2022-01-01;2021-02-02;2021-02-02;2021-02-07;2021-08-19;2021-01-30;78,0365876063933;Fn
14053;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 17/18 Soja S3;Safra;2017-01-01;2018-01-01;2017-10-08;2017-10-10;2017-10-14;2017-01-31;2017-02-03;63,700676315879;R5.4
15465;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 17/18 Milho M5;Safrinha;2017-01-01;2018-01-01;2017-02-18;2017-02-19;2017-02-24;2017-07-03;2017-07-28;102,124535002332;V8
17226;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 18/19 Soja S1;Safra;2018-01-01;2019-01-01;2018-11-06;2018-11-10;2018-11-13;2018-03-01;2018-03-03;68,9852905870242;R5.5
32328;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-02-02;2022-02-05;2022-02-09;0;0;0;0
21190;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 19/20 Soja S1;Safra;2019-01-01;2020-01-01;2019-10-08;2019-10-11;2019-10-13;2019-02-09;2019-02-20;67,6589404598563;R6
9139;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 16/17 Soja S4;Outros;2016-01-01;2016-12-31;2016-12-20;2016-12-21;2016-12-26;2016-04-17;2016-04-22;53,0263968060711;R5.5
26594;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 20/21 Algod�o A3;Safrinha;2020-01-01;2020-12-31;2020-01-26;2020-01-31;2020-02-02;2020-07-25;2020-08-01;66,9445675419388;FC
22375;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 19/20 Milho M4;Safrinha;2019-01-01;2020-01-01;2019-02-18;2019-02-18;2019-02-27;2019-07-01;2019-07-17;98,1287092841938;R4
30734;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 21/22 Algod�o A5;Safrinha;2021-01-01;2022-01-01;2021-02-02;2021-02-02;2021-02-07;2021-08-19;2021-01-30;67,9148098412143;Fn
23580;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 19/20 Milho M1;Safrinha;2019-01-01;2020-01-01;2019-02-22;2019-02-22;2019-02-26;2019-07-17;2019-07-17;84,2809041582063;0
5061;Boa Vista;Colina 1;93;Argilosa 35%-60%;Safra 15/16 Soja S2;Outros;2015-01-01;2016-01-01;2015-12-17;2015-12-17;2015-12-23;2015-04-06;2015-04-08;0;0
33264;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 22/23 Soja S1;Safra;2022-01-01;2023-01-01;2022-10-06;2022-10-07;2022-10-12;2022-01-18;2022-01-19;72,2169916623872;V9
4677;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 15/16 Soja S5;Outros;2015-01-01;2016-01-01;2015-12-08;2015-12-08;2015-12-26;2015-04-02;2015-04-04;0;R5.2
3568;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 14/15 Milho M2;Safrinha;2014-01-01;2015-01-01;2014-01-26;2014-01-26;0;2014-06-20;2014-06-20;0;0
17038;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 18/19 Soja S1;Safra;2018-01-01;2019-01-01;2018-10-07;2018-10-07;2018-10-13;2018-02-10;2018-02-11;75,8486558317953;R6
15445;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 17/18 Milho M5;Safrinha;2017-01-01;2018-01-01;2017-02-21;2017-02-23;2017-02-27;2017-07-09;2017-07-11;99,8190883793477;V8
19111;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 18/19 Algod�o A6;Safrinha;2018-01-01;2019-01-01;2018-02-11;2018-02-11;2018-02-16;0;0;62,3849138811103;C1
13956;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 17/18 Soja S4;Safra;2017-01-01;2018-01-01;2017-10-08;2017-10-09;2017-10-13;2017-01-31;2017-02-04;71,9266852611363;R5.4
22731;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A8;Safrinha;2019-01-01;2020-01-01;2019-01-21;2019-01-23;2019-01-27;2019-08-11;2019-08-17;78,5647894728464;Fn
26620;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A4;Safrinha;2020-01-01;2020-12-31;2020-02-10;2020-02-10;2020-02-17;2020-08-09;2020-08-13;75,0478255505379;FC
9907;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 16/17 Soja S2;Outros;2016-01-01;2016-12-31;2016-01-27;2016-01-30;2016-02-03;2016-05-16;2016-05-18;59,0059122133605;R5.2
25925;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 20/21 Soja S4;Safra;2020-01-01;2020-12-31;0;2020-10-14;2020-10-19;2020-02-09;2020-02-12;71,3059281695434;V9
30131;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 21/22 Algod�o A6;Safrinha;2021-01-01;2022-01-01;2021-01-19;2021-01-27;2021-01-25;2021-08-18;2021-10-12;79,6690221538954;Fn
2888;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 14/15 Soja S5;Safra;2014-01-01;2015-01-01;2014-09-29;2014-10-01;0;2014-01-21;2014-01-22;0;0
2242;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 16/17 Soja S1;Safra;2016-01-01;2016-12-31;2016-09-21;2016-09-23;2016-10-03;2016-01-20;2016-01-28;67,3818577389494;R8
19555;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 18/19 Milho M9;Safrinha;2018-01-01;2019-01-01;2018-03-15;2018-03-15;2018-03-22;2018-08-15;2018-08-16;88,8254551633095;0
21188;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 19/20 Soja S5;Safra;2019-01-01;2020-01-01;2019-09-29;2019-09-29;2019-10-04;2019-01-10;2019-01-18;63,039551747002;R6
23105;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 19/20 Milho M1;Outros;2019-01-01;2020-01-01;2019-02-24;2019-02-24;2019-02-28;2019-08-25;2019-08-26;92,0447205885733;0
29451;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 21/22 Soja S9;Safra;2021-01-01;2022-01-01;2021-10-02;2021-10-02;2021-10-08;2021-01-18;2021-01-19;67,9617233200389;R5.4
32337;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-01-18;2022-01-19;2022-01-23;0;0;0;0
3567;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 14/15 Milho M4;Safrinha;2014-01-01;2015-01-01;2014-01-26;2014-01-28;0;2014-06-20;2014-06-21;0;0
29880;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 21/22 Soja S3;Safra;2021-01-01;2022-01-01;2021-10-02;2021-10-03;2021-10-08;2021-01-18;2021-01-19;67,9647320273057;0
5060;Boa Vista;Colina 1;94;Muito Argilosa 60%-100%;Safra 15/16 Soja S2;Outros;2015-01-01;2016-01-01;2015-12-18;2015-12-19;2015-12-26;2015-04-01;2015-04-05;0;0
18005;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 18/19 Soja S1;Safra;2018-01-01;2019-01-01;2018-10-06;2018-10-07;2018-10-12;2018-02-09;2018-02-11;63,7539264491503;R7
11343;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 16/17 Algod�o A1;Safrinha;2016-01-01;2016-12-31;2016-02-05;2016-02-07;2016-02-10;2016-08-25;2016-01-06;74,2972843506846;Fn
29456;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 21/22 Soja S1;Safra;2021-01-01;2022-01-01;2021-09-28;2021-09-28;2021-10-03;2021-12-28;2021-12-30;55,1483351905388;R6
9113;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 16/17 Soja S1;Safra;2016-01-01;2016-12-31;2016-10-01;2016-10-02;2016-10-07;2016-01-29;2016-02-04;70,4553273655172;R7.2
19112;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 18/19 Algod�o A4;Safrinha;2018-01-01;2019-01-01;2018-02-10;2018-02-10;2018-02-16;0;0;67,589192174663;C4
30063;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 21/22 Algod�o A2;Safrinha;2021-01-01;2022-01-01;2021-01-02;2021-01-03;2021-01-07;2021-07-31;2021-08-03;78,0029458467055;Fn
21187;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 19/20 Soja S5;Safra;2019-01-01;2020-01-01;2019-09-27;2019-09-27;2019-10-03;2019-01-09;2019-01-16;62,6080712223751;R7
15116;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 17/18 Algod�o A7;Safrinha;2017-01-01;2018-01-01;2017-01-10;2017-01-13;2017-01-14;2017-08-25;2017-10-08;69,8520086383686;FC
22737;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-01-11;2019-01-11;2019-01-16;2019-08-07;2019-08-10;85,0713269810112;C6
25926;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 20/21 Soja S4;Safra;2020-01-01;2020-12-31;0;2020-10-14;2020-10-20;2020-02-11;2020-02-14;72,1215605299397;R1
26621;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 20/21 Algod�o A5;Safrinha;2020-01-01;2020-12-31;2020-02-13;2020-02-14;2020-02-19;0;0;77,5235457285311;Fn
2182;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 15/16 Algod�o A3;Safrinha;2015-01-01;2016-01-01;2015-01-27;2015-01-28;2015-02-01;2015-08-20;2015-09-27;0;R7
3504;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 14/15 Algod�o A3;Safrinha;2014-01-01;2015-01-01;2014-01-17;2014-01-17;0;2014-07-18;2014-08-07;0;0
4232;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 15/16 Soja S6;Safra;2015-01-01;2016-01-01;2015-10-13;2015-10-13;2015-10-19;2015-01-23;2015-01-28;0;R6
2684;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 14/15 Soja S5;Safra;2014-01-01;2015-01-01;2014-09-25;2014-09-26;0;2014-01-10;2014-01-14;0;0
13860;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 17/18 Soja S9;Safra;2017-01-01;2018-01-01;2017-10-04;2017-10-06;2017-10-10;2017-01-08;2017-01-11;59,0735301724252;R5.5
32338;Boa Vista;Colina 1;95;Argilosa 35%-60%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-01-25;2022-01-31;2022-01-30;0;0;0;0
5248;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 15/16 Milho M2;Safrinha;2015-01-01;2016-01-01;2015-02-17;2015-02-18;2015-02-24;2015-07-04;2015-07-05;0;0
25922;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 20/21 Soja S4;Safra;2020-01-01;2020-12-31;0;2020-10-14;2020-10-20;2020-02-10;2020-02-12;77,485396332901;V10
18001;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 18/19 Soja S1;Safra;2018-01-01;2019-01-01;2018-09-29;2018-09-30;2018-10-05;2018-01-29;2018-01-30;75,8498125331158;R7
4679;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 15/16 Soja S6;Safra;2015-01-01;2016-01-01;2015-10-09;2015-10-21;2015-10-26;2015-01-28;2015-02-15;0;R6
33233;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 22/23 Soja S1;Safra;2022-01-01;2023-01-01;2022-10-07;2022-10-07;2022-10-12;2022-01-19;2022-01-21;69,4475609095249;R5.4
3511;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 14/15 Algod�o A3;Safrinha;2014-01-01;2015-01-01;2014-01-21;2014-01-22;0;2014-07-12;2014-07-30;0;0
2812;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 14/15 Soja S5;Safra;2014-01-01;2015-01-01;2014-09-26;2014-09-27;0;2014-01-18;2014-01-21;0;0
26616;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A3;Safrinha;2020-01-01;2020-12-31;2020-02-12;2020-02-12;2020-02-19;0;0;78,2482420688909;F4
21162;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 19/20 Soja S5;Safra;2019-01-01;2020-01-01;2019-09-30;2019-09-30;2019-10-05;2019-01-11;2019-01-13;66,4436997892884;R6
22735;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-01-12;2019-01-13;2019-01-17;2019-07-20;2019-07-25;79,008124770641;C6
15298;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 17/18 Algod�o A4;Safrinha;2017-01-01;2018-01-01;2017-01-20;2017-01-21;2017-01-23;2017-07-29;2017-08-21;76,3814571667143;Fn
30139;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 21/22 Algod�o A6;Safrinha;2021-01-01;2022-01-01;2021-01-25;2021-01-26;2021-02-02;2021-08-25;2021-10-24;83,7254280281302;Fn
2137;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 16/17 Soja S1;Safra;2016-01-01;2016-12-31;2016-09-14;2016-09-16;2016-09-21;2016-01-16;2016-01-17;54,8760057856859;R8
11342;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 16/17 Algod�o A5;Safrinha;2016-01-01;2016-12-31;2016-01-17;2016-01-18;2016-01-24;2016-08-09;2016-12-10;68,8799336827647;Fn
19107;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 18/19 Algod�o A1;Safrinha;2018-01-01;2019-01-01;2018-02-02;2018-02-03;2018-02-08;0;0;81,5518516804827;C4
15335;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 17/18 Algod�o A7;Safrinha;2017-01-01;2018-01-01;2017-01-21;2017-01-21;2017-01-24;2017-07-29;2017-08-20;46,1723538169208;0
26366;Boa Vista;Colina 1;88;Muito Argilosa 60%-100%;Safra 20/21 Soja S1;Safra;2020-01-01;2020-12-31;0;2020-10-14;2020-10-20;2020-02-10;2020-02-12;77,4228231070125;0
12472;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 16/17 Milho M9;Safrinha;2016-01-01;2016-12-31;2016-03-14;2016-03-15;2016-03-18;2016-08-11;2016-08-14;88,3534783103225;V8
23125;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 19/20 Milho M1;Outros;2019-01-01;2020-01-01;2019-03-04;2019-03-04;2019-03-07;2019-08-24;2019-08-24;77,9129237970313;0
17023;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 18/19 Soja S5;Safra;2018-01-01;2019-01-01;2018-10-01;2018-10-02;2018-10-07;2018-01-13;2018-01-20;71,7441478361611;R6
21164;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 19/20 Soja S3;Safra;2019-01-01;2020-01-01;2019-09-20;2019-09-21;2019-09-26;2019-01-14;2019-01-31;54,6523651184718;R7
15081;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 17/18 Soja S4;Outros;2017-01-01;2018-01-01;2017-01-03;2017-01-05;2017-01-09;2017-04-25;2017-04-28;55,7925972203954;R5.2
30140;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 21/22 Algod�o A6;Safrinha;2021-01-01;2022-01-01;2021-01-31;2021-02-01;2021-02-06;2021-08-19;2021-10-04;80,9032590375706;Fn
18887;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 18/19 Algod�o A4;Safrinha;2018-01-01;2019-01-01;2018-01-20;2018-01-22;2018-01-26;2018-07-27;2018-08-12;62,9329111519004;FC
26617;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 20/21 Algod�o A5;Safrinha;2020-01-01;2020-12-31;2020-02-12;2020-02-14;2020-02-19;2020-08-03;2020-08-13;71,9882266863824;Fn
13954;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 17/18 Soja S4;Safra;2017-01-01;2018-01-01;2017-09-11;2017-09-13;2017-09-18;2017-01-02;2017-01-05;62,9930050499837;R7
19282;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 18/19 Milho M4;Safrinha;2018-01-01;2019-01-01;2018-02-17;2018-02-17;2018-02-23;2018-08-02;2018-08-04;78,1078884096084;0
22741;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 19/20 Algod�o A3;Safrinha;2019-01-01;2020-01-01;2019-01-18;2019-01-19;2019-01-25;2019-08-22;2019-09-15;77,7227170173505;Fn
25921;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 20/21 Soja S1;Safra;2020-01-01;2020-12-31;0;2020-10-16;2020-10-21;2020-02-11;2020-02-15;76,8547799300571;R5.2
2606;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 14/15 Milho M4;Safra;2014-01-01;2015-01-01;2014-11-14;2014-11-16;0;2014-04-16;2014-04-19;0;0
32333;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-01-20;2022-01-20;2022-01-25;0;0;0;0
6452;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 16/17 Soja S1;Safra;2016-01-01;2016-12-31;2016-11-07;2016-11-08;2016-11-12;2016-03-07;2016-03-14;62,3678828980935;R5.4
5431;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 15/16 Milho M9;Safrinha;2015-01-01;2016-01-01;2015-02-28;2015-03-03;2015-03-07;2015-07-03;2015-07-26;0;0
4196;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 15/16 Soja S5;Safra;2015-01-01;2016-01-01;2015-10-19;2015-10-20;2015-10-26;2015-02-20;2015-02-24;0;R6
33237;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 22/23 Soja S1;Safra;2022-01-01;2023-01-01;2022-10-08;2022-10-09;2022-10-13;2022-01-18;2022-01-20;71,2756462682919;R5.4
29465;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 21/22 Soja S9;Safra;2021-01-01;2022-01-01;2021-10-08;2021-10-09;2021-10-14;2021-01-27;2021-02-01;67,9264154543893;V7
23092;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 19/20 Algod�o A3;Safrinha;2019-01-01;2020-01-01;2019-01-23;2019-01-25;2019-01-30;2019-08-23;2019-09-15;75,0935055024951;Fn
26367;Boa Vista;Colina 2;89;Argilosa 35%-60%;Safra 20/21 Soja S4;Safra;2020-01-01;2020-12-31;0;2020-10-16;2020-10-21;2020-02-11;2020-02-11;77,298211767354;0
25923;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 20/21 Soja S4;Safra;2020-01-01;2020-12-31;0;2020-10-16;2020-10-20;2020-02-10;2020-02-12;70,4737057700202;V8
32334;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-01-19;2022-01-20;2022-01-23;0;0;0;0
30141;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 21/22 Algod�o A6;Safrinha;2021-01-01;2022-01-01;2021-02-01;2021-02-01;2021-02-06;2021-08-17;2021-10-01;80,9301841617011;Fn
26618;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 20/21 Algod�o A2;Safrinha;2020-01-01;2020-12-31;2020-02-12;2020-02-12;2020-02-19;0;0;72,1342709320443;FC
21174;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 19/20 Soja S5;Safra;2019-01-01;2020-01-01;2019-09-27;2019-10-01;2019-10-03;2019-01-10;2019-01-11;63,9527772771134;R7
4198;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 15/16 Soja S6;Safra;2015-01-01;2016-01-01;2015-10-08;2015-10-13;2015-10-20;2015-01-22;2015-01-24;0;R5.4
18003;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 18/19 Soja S1;Safra;2018-01-01;2019-01-01;2018-10-05;2018-10-06;2018-10-12;2018-02-07;2018-02-09;75,2500018420548;R7
22736;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-01-10;2019-01-10;2019-01-16;0;0;82,7224589551701;FC
13858;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 17/18 Soja S9;Safra;2017-01-01;2018-01-01;2017-10-02;2017-10-04;2017-10-10;2017-01-03;2017-01-08;63,3477484701369;R6
9111;Boa Vista;Colina 1;90;Argilosa 35%-60%;Safra 16/17 Soja S1;Safra;2016-01-01;2016-12-31;2016-10-03;2016-10-04;2016-10-13;2016-02-01;2016-02-06;68,5798492181737;R7
32341;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-01-26;2022-01-28;2022-02-01;0;0;0;0
2887;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 14/15 Soja S5;Safra;2014-01-01;2015-01-01;2014-09-26;2014-09-27;0;2014-01-15;2014-01-22;0;0
3529;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 14/15 Milho M8;Safrinha;2014-01-01;2015-01-01;2014-01-18;2014-01-21;0;2014-06-14;2014-06-15;0;0
5253;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 15/16 Milho M2;Safrinha;2015-01-01;2016-01-01;2015-02-19;2015-02-20;2015-02-27;2015-07-09;2015-07-10;0;0
26622;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 20/21 Algod�o A2;Safrinha;2020-01-01;2020-12-31;2020-02-10;2020-02-11;2020-02-17;0;0;75,8416568691845;FC
9905;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 16/17 Soja S2;Outros;2016-01-01;2016-12-31;2016-01-29;2016-01-30;2016-02-04;2016-05-13;2016-05-16;51,111186491737;R5.3
22738;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 19/20 Algod�o A2;Safrinha;2019-01-01;2020-01-01;2019-02-07;2019-02-07;2019-02-14;0;0;76,078910045253;F7
23320;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-02-08;2019-02-09;2019-02-14;0;0;71,0062661250051;C4
15848;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 17/18 Milho M1;Safrinha;2017-01-01;2018-01-01;2017-02-28;2017-02-28;2017-03-05;2017-07-22;2017-07-22;73,2115777200905;0
5251;Boa Vista;Colina 1;98;Argilosa 35%-60%;Safra 15/16 Milho M9;Safrinha;2015-01-01;2016-01-01;2015-02-20;2015-02-21;2015-02-27;2015-07-10;2015-07-10;0;0
11383;Boa Vista;Colina 1;99;Muito Argilosa 60%-100%;Safra 16/17 Soja S2;Outros;2016-01-01;2016-12-31;2016-01-30;2016-02-01;2016-02-04;2016-05-15;2016-05-17;52,615796543546;R5.3
19554;Boa Vista;Colina 1;99;Muito Argilosa 60%-100%;Safra 18/19 Milho M9;Safrinha;2018-01-01;2019-01-01;2018-03-15;2018-03-15;2018-03-22;2018-08-15;2018-08-15;89,0134260420544;0
25932;Boa Vista;Colina 1;99;Muito Argilosa 60%-100%;Safra 20/21 Soja S4;Safra;2020-01-01;2020-12-31;0;2020-10-13;2020-10-19;2020-02-09;2020-02-10;71,5915007570065;V10
13846;Boa Vista;Colina 1;99;Muito Argilosa 60%-100%;Safra 17/18 Soja S3;Safra;2017-01-01;2018-01-01;2017-10-09;2017-10-10;2017-10-14;2017-02-03;2017-02-10;61,2872636837448;R5.3
30132;Boa Vista;Colina 1;99;Muito Argilosa 60%-100%;Safra 21/22 Algod�o A6;Safrinha;2021-01-01;2022-01-01;2021-01-18;2021-01-26;2021-01-24;2021-08-15;2021-10-11;79,9826127914832;Fn
2243;Boa Vista;Colina 1;99;Muito Argilosa 60%-100%;Safra 16/17 Soja S1;Safra;2016-01-01;2016-12-31;2016-09-19;2016-09-20;2016-10-05;2016-01-24;2016-01-30;65,0703373880493;V7
3722;Boa Vista;Colina 1;99;Muito Argilosa 60%-100%;Safra 14/15 Milho M4;Safrinha;2014-01-01;2015-01-01;2014-02-17;2014-02-18;0;2014-07-03;2014-07-05;0;0
