id_talhao;fazenda_nome;setor_nome;codigo_talhao;textura_solo_descricao;safra_ocupacao_variedade;periodo_safra_classe;safra_data_inicio;safra_data_fim;data_plantio_inicio;data_plantio_fim;data_emergencia;data_colheita_inicio;data_colheita_fim;produtividade;ultimo_estadio_fenologico
17076;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 18/19 Soja S2;Safra;2018-01-01;2019-01-01;2018-10-08;2018-10-09;2018-10-17;2018-01-25;2018-01-27;72,6161175895608;R7
26678;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A4;Safrinha;2020-01-01;2020-12-31;2020-02-07;2020-02-09;2020-02-13;0;0;79,4292561581555;Fn
2228;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 16/17 Soja S1;Safra;2016-01-01;2016-12-31;2016-10-10;2016-10-11;2016-10-18;2016-02-10;2016-02-14;65,8458657841717;R6
5582;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 15/16 Milho M3;Safrinha;2015-01-01;2016-01-01;2015-02-17;2015-02-18;2015-02-24;2015-07-05;2015-07-08;0;V5
23218;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 19/20 Milho M1;Outros;2019-01-01;2020-01-01;2019-02-27;2019-02-27;2019-03-04;2019-08-18;2019-08-19;81,3452699012562;V4
22702;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-01-27;2019-01-28;2019-02-01;2019-08-12;2019-08-19;83,0945625804107;C2
2509;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 14/15 Soja S7;Safra;2014-01-01;2015-01-01;2014-10-14;2014-10-18;0;2014-02-03;2014-02-05;0;0
30081;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 21/22 Algod�o A8;Safrinha;2021-01-01;2022-01-01;2021-01-07;2021-01-08;2021-01-12;2021-07-13;2021-07-16;81,0578167142901;Fn
19454;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 18/19 Milho M9;Safrinha;2018-01-01;2019-01-01;2018-03-18;2018-03-18;2018-03-22;2018-08-11;2018-08-11;65,6820835982849;0
3899;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 14/15 Milho M8;Safrinha;2014-01-01;2015-01-01;2014-02-12;2014-02-17;0;2014-07-02;2014-07-03;0;0
11747;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 16/17 Milho M3;Safrinha;2016-01-01;2016-12-31;2016-02-27;2016-02-28;2016-03-11;2016-07-18;2016-07-24;60,2395030325496;0
4488;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 15/16 Soja S7;Safra;2015-01-01;2016-01-01;2015-09-23;2015-09-24;2015-10-12;2015-02-06;2015-02-17;0;R5.3
19052;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 18/19 Algod�o A7;Safrinha;2018-01-01;2019-01-01;2018-01-29;2018-01-29;2018-02-06;2018-07-07;2018-07-11;58,9407648625185;C1
15085;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 17/18 Soja S6;Outros;2017-01-01;2018-01-01;2017-01-14;2017-01-15;2017-01-18;2017-04-28;2017-05-07;62,3565361218959;R5.5
29360;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 21/22 Soja S9;Safra;2021-01-01;2022-01-01;2021-09-20;2021-09-21;2021-09-26;2021-01-06;2021-01-08;51,7633701837729;R5.3
32238;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-01-09;2022-01-10;2022-01-14;0;0;0;0
25856;Boa Vista;Paranatinga;17;Muito Argilosa 60%-100%;Safra 20/21 Soja S4;Safra;2020-01-01;2020-12-31;0;2020-10-07;2020-10-18;2020-02-07;2020-02-08;73,2327021635572;R5.2
19051;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 18/19 Algod�o A4;Safrinha;2018-01-01;2019-01-01;2018-01-22;2018-01-22;2018-01-27;0;0;72,0762101555882;C6
6818;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 14/15 Milho M8;Safrinha;2014-01-01;2015-01-01;2014-02-13;2014-02-13;0;2014-08-27;2014-08-27;0;0
11355;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 16/17 Algod�o A7;Safrinha;2016-01-01;2016-12-31;2016-02-07;2016-02-08;2016-02-13;2016-08-25;2016-01-23;68,810292323819;F6
5170;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 15/16 Milho M4;Safrinha;2015-01-01;2016-01-01;2015-02-13;2015-02-13;2015-02-19;2015-07-09;2015-08-08;0;V6
15534;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 17/18 Milho M9;Safrinha;2017-01-01;2018-01-01;2017-03-07;2017-03-07;2017-03-22;2017-09-08;2017-09-11;82,1208445467148;0
32922;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 22/23 Soja S3;Safra;2022-01-01;2023-01-01;2022-09-22;2022-09-23;2022-09-28;2022-01-14;2022-01-14;75,6732639204979;R5.5
19272;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 18/19 Milho M9;Safrinha;2018-01-01;2019-01-01;2018-03-18;2018-03-18;2018-03-22;2018-08-13;2018-08-13;63,8767742783737;0
12670;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 16/17 Milho M2;Safrinha;2016-01-01;2016-12-31;2016-03-19;2016-03-19;2016-03-23;2016-09-10;2016-09-15;59,462219947249;0
4645;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 15/16 Soja S6;Safra;2015-01-01;2016-01-01;2015-10-01;2015-10-03;2015-10-10;2015-01-28;2015-01-30;0;R5.5
26686;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A8;Safrinha;2020-01-01;2020-12-31;2020-01-22;2020-01-23;2020-01-29;0;0;76,4742597617812;FC
13881;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 17/18 Soja S4;Safra;2017-01-01;2018-01-01;2017-10-02;2017-10-04;2017-10-11;2017-01-29;2017-02-04;56,2719033537543;R5.1
23111;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 19/20 Milho M1;Outros;2019-01-01;2020-01-01;2019-02-27;2019-02-27;2019-03-04;2019-08-19;2019-08-21;107,392977264874;0
15419;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 17/18 Algod�o A9;Safrinha;2017-01-01;2018-01-01;2017-02-03;2017-02-05;2017-02-07;2017-08-12;2017-11-28;76,3568929117293;Fn
17963;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 18/19 Soja S5;Safra;2018-01-01;2019-01-01;2018-10-01;2018-10-02;2018-10-08;2018-01-20;2018-01-21;79,1419852389339;R7.1
5287;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 15/16 Milho M3;Safrinha;2015-01-01;2016-01-01;2015-02-13;2015-02-13;2015-02-19;2015-08-06;2015-08-08;0;0
3397;Boa Vista;Paranatinga;18;Muito Argilosa 60%-100%;Safra 14/15 Soja S5;Safra;2014-01-01;2015-01-01;2014-10-13;2014-10-13;0;2014-02-04;2014-02-05;0;0
15295;Boa Vista;Anastacia;19;Muito Argilosa 60%-100%;Safra 17/18 Algod�o A2;Safrinha;2017-01-01;2018-01-01;2017-01-20;2017-01-20;2017-01-25;2017-08-21;2017-11-24;87,8531455561756;FC
15388;Boa Vista;Anastacia;19;Muito Argilosa 60%-100%;Safra 17/18 Milho M9;Safrinha;2017-01-01;2018-01-01;2017-03-07;2017-03-07;2017-03-12;2017-09-08;2017-09-11;84,2221153315073;0
23093;Boa Vista;Anastacia;19;Muito Argilosa 60%-100%;Safra 19/20 Milho M1;Outros;2019-01-01;2020-01-01;2019-02-25;2019-02-25;2019-03-02;2019-08-18;2019-08-21;74,9460613173638;V11
26687;Boa Vista;Anastacia;19;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A8;Safrinha;2020-01-01;2020-12-31;2020-01-20;2020-01-22;2020-01-26;2020-08-03;2020-08-11;76,1434987735719;F7
12312;Boa Vista;Anastacia;19;Muito Argilosa 60%-100%;Safra 16/17 Milho M3;Safrinha;2016-01-01;2016-12-31;2016-03-18;2016-03-18;2016-03-23;2016-09-03;2016-09-15;32,9728596519555;0
21069;Boa Vista;Anastacia;19;Muito Argilosa 60%-100%;Safra 19/20 Soja S3;Safra;2019-01-01;2020-01-01;2019-09-22;2019-09-28;2019-09-27;2019-01-18;2019-01-25;73,5102599430427;R6
22690;Boa Vista;Anastacia;19;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-01-21;2019-01-21;2019-01-27;0;0;82,7164515499113;C2
21142;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 19/20 Soja S5;Safra;2019-01-01;2020-01-01;2019-09-27;2019-09-27;2019-10-03;2019-01-11;2019-01-16;73,8784988188425;R5.5
27650;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 20/21 Milho M5;Outros;2020-01-01;2020-12-31;2020-03-09;2020-03-09;2020-03-13;2020-06-09;2020-07-13;121,698308434256;0
3755;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 14/15 Milho M8;Safrinha;2014-01-01;2015-01-01;2014-02-09;2014-02-10;0;2014-06-26;2014-06-27;0;0
22692;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A3;Safrinha;2019-01-01;2020-01-01;2019-01-18;2019-01-18;2019-01-23;2019-07-25;2019-07-26;75,0888016525481;C1
15829;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 17/18 Milho M7;Safrinha;2017-01-01;2018-01-01;2017-02-26;2017-02-27;2017-03-02;2017-07-03;2017-07-04;90,7786353019991;V6
11784;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 16/17 Milho M2;Safrinha;2016-01-01;2016-12-31;2016-02-18;2016-02-19;2016-02-22;2016-07-09;2016-07-11;92,2801768081246;V5
23083;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 19/20 Milho M2;Outros;2019-01-01;2020-01-01;2019-03-04;2019-03-04;2019-03-08;2019-07-27;2019-07-27;71,948393612604;0
30207;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 21/22 Algod�o A8;Safrinha;2021-01-01;2022-01-01;2021-02-03;2021-02-03;2021-02-08;2021-08-12;2021-09-19;79,0850702761851;C1
4647;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 15/16 Milho M8;Safra;2015-01-01;2016-01-01;2015-11-24;2015-11-25;2015-11-30;2015-04-20;2015-04-24;0;V7
34808;Boa Vista;Paranatinga;26;Arenosa 0%-15%;Safra 22/23 Milho M4;Outros;2022-01-01;2023-01-01;0;0;0;0;0;0;0
17077;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 18/19 Soja S1;Safra;2018-01-01;2019-01-01;2018-10-03;2018-10-03;2018-10-09;2018-02-06;2018-02-08;67,6126819215889;R5.5
30053;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 21/22 Milho M5;Safrinha;2021-01-01;2022-01-01;2021-12-08;2021-12-08;2021-12-12;2021-03-04;2021-03-22;96,8054652506481;0
19054;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 18/19 Algod�o A1;Safrinha;2018-01-01;2019-01-01;2018-02-09;2018-02-09;2018-02-15;2018-07-15;2018-08-03;36,4880754093235;C5
29378;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 21/22 Soja S9;Safra;2021-01-01;2022-01-01;2021-10-12;2021-10-12;2021-10-18;2021-02-01;2021-02-03;60,3995598176486;R5
2415;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 14/15 Soja S7;Safra;2014-01-01;2015-01-01;2014-10-15;2014-10-17;0;2014-01-29;2014-02-05;0;0
32436;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 22/23 Algod�o A7;Safrinha;2022-01-01;2023-01-01;2022-01-07;2022-01-07;2022-01-12;0;0;0;0
33886;Boa Vista;Paranatinga;26;Arenosa 0%-15%;Safra 22/23 Milho M4;Outros;2022-01-01;2023-01-01;2022-11-12;2022-11-27;2022-11-18;2022-03-05;2022-03-11;44,5293620669968;V5
13905;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 17/18 Soja S4;Safra;2017-01-01;2018-01-01;2017-10-28;2017-10-28;2017-11-03;2017-02-25;2017-02-28;66,8737942794135;R5.2
9090;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 16/17 Soja S1;Safra;2016-01-01;2016-12-31;2016-10-19;2016-10-19;2016-10-25;2016-02-13;2016-02-14;66,3677253717698;R7.1
19582;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 18/19 Milho M9;Safrinha;2018-01-01;2019-01-01;2018-03-21;2018-03-21;2018-03-26;2018-08-12;2018-08-13;94,2064026774476;0
26102;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 20/21 Soja S1;Safra;2020-01-01;2020-12-31;2020-10-10;2020-10-10;2020-10-17;2020-02-08;2020-02-09;73,2493908285113;R5.5
32885;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 22/23 Soja S2;Safra;2022-01-01;2023-01-01;2022-09-28;2022-09-28;2022-10-03;2022-01-07;2022-01-09;66,0861074922504;R5.4
30055;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 21/22 Milho M3;Safrinha;2021-01-01;2022-01-01;2021-12-08;2021-12-08;0;2021-03-04;2021-03-22;222,078878962748;0
25860;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 20/21 Soja S1;Safra;2020-01-01;2020-12-31;2020-10-09;2020-10-10;2020-10-17;2020-02-08;2020-02-09;70,4741797540672;R5.5
26724;Boa Vista;Paranatinga;26;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A6;Safrinha;2020-01-01;2020-12-31;2020-02-09;2020-02-09;2020-02-15;2020-08-03;2020-08-11;77,0183443900431;Fn
25861;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 20/21 Soja S1;Safra;2020-01-01;2020-12-31;2020-10-09;2020-10-09;2020-10-17;2020-01-31;2020-02-03;71,276706638408;R5.5
6821;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 14/15 Milho M8;Safrinha;2014-01-01;2015-01-01;2014-02-12;2014-02-12;0;2014-08-20;2014-08-22;0;0
23806;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 19/20 Milho M2;Outros;2019-01-01;2020-01-01;2019-03-03;2019-03-03;2019-03-07;2019-08-14;2019-08-19;88,5451868238822;0
12584;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 16/17 Milho M3;Safrinha;2016-01-01;2016-12-31;2016-03-18;2016-03-18;2016-03-23;2016-09-10;2016-09-15;66,2315551461467;0
29369;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 21/22 Soja S9;Safra;2021-01-01;2022-01-01;2021-10-12;2021-10-12;2021-10-18;2021-02-01;2021-02-03;64,7949423288168;R5
26665;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A5;Safrinha;2020-01-01;2020-12-31;2020-02-07;2020-02-07;2020-02-12;2020-08-11;2020-08-15;82,7618558716993;Fn
19585;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 18/19 Milho M9;Safrinha;2018-01-01;2019-01-01;2018-03-21;2018-03-21;2018-03-26;2018-08-29;2018-08-29;47,9382223306653;0
27474;Boa Vista;Paranatinga;27;0;Safra 20/21 Algod�o A8;Safrinha;2020-01-01;2020-12-31;0;0;0;0;0;0;B1
6748;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 16/17 Soja S4;Safra;2016-01-01;2016-12-31;2016-10-05;2016-10-07;2016-10-14;2016-02-06;2016-02-10;52,6515409924054;R7.2
32924;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 22/23 Soja S1;Safra;2022-01-01;2023-01-01;2022-10-14;2022-10-19;2022-10-20;2022-01-29;2022-01-31;70,3424606813633;R5.1
32437;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-02-05;2022-02-05;2022-02-09;0;0;0;0
2775;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 14/15 Soja S5;Safra;2014-01-01;2015-01-01;2014-10-12;2014-10-13;0;2014-02-04;2014-02-04;0;0
5394;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 15/16 Milho M3;Safrinha;2015-01-01;2016-01-01;2015-03-14;2015-03-14;2015-03-21;2015-08-29;2015-08-30;0;0
21144;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 19/20 Soja S3;Safra;2019-01-01;2020-01-01;2019-10-05;2019-10-06;2019-10-12;2019-02-02;2019-02-04;72,7357178307841;R5.2
15535;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 17/18 Milho M9;Safrinha;2017-01-01;2018-01-01;2017-03-07;2017-03-07;2017-03-12;2017-09-14;2017-09-15;88,0761917793477;0
22697;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-02-02;2019-02-03;2019-02-08;0;0;76,2005301663869;FC
3743;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 14/15 Algod�o A7;Safrinha;2014-01-01;2015-01-01;2014-02-05;2014-02-06;0;2014-08-11;2014-08-15;0;0
13675;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 17/18 Soja S4;Safra;2017-01-01;2018-01-01;2017-09-27;2017-09-29;2017-10-03;2017-01-30;2017-02-06;54,6447108442189;R5.4
17973;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 18/19 Soja S2;Safra;2018-01-01;2019-01-01;2018-10-12;2018-10-13;2018-10-17;2018-01-30;2018-02-02;79,5001783445975;R6
30229;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 21/22 Algod�o A6;Safrinha;2021-01-01;2022-01-01;2021-02-03;2021-02-03;2021-02-08;2021-08-11;2021-09-26;83,7131620551656;C2
4623;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 15/16 Soja S1;Safra;2015-01-01;2016-01-01;2015-10-01;2015-10-02;2015-10-15;2015-01-21;2015-01-26;0;R5.4
15407;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 17/18 Algod�o A7;Safrinha;2017-01-01;2018-01-01;2017-01-31;2017-02-04;2017-02-11;2017-09-10;2017-10-12;71,7867895651151;C5
19055;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 18/19 Algod�o A1;Safrinha;2018-01-01;2019-01-01;2018-02-03;2018-02-04;2018-02-07;0;0;73,9266130052766;C6
11354;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 16/17 Algod�o A1;Safrinha;2016-01-01;2016-12-31;2016-02-12;2016-02-12;2016-02-17;2016-09-02;2016-11-22;85,6427250981356;Fn
2135;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 15/16 Algod�o A7;Safrinha;2015-01-01;2016-01-01;2015-01-23;2015-01-24;2015-01-31;2015-07-29;2015-08-28;0;R8
11778;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 16/17 Algod�o A8;Safrinha;2016-01-01;2016-12-31;2016-02-12;2016-02-12;2016-02-17;2016-09-02;2016-09-20;70,8073841510374;0
23341;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-02-10;2019-02-10;2019-02-14;0;0;67,9930552463914;F2
34326;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 22/23 Algod�o A3;Safrinha;2022-01-01;2023-01-01;2022-02-05;2022-02-05;2022-02-08;0;0;0;0
27042;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A4;Safrinha;2020-01-01;2020-12-31;2020-02-07;2020-02-07;2020-02-12;2020-08-12;2020-08-15;81,9809427390288;Fn
27041;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A5;Safrinha;2020-01-01;2020-12-31;2020-02-07;2020-02-07;2020-02-12;2020-08-12;2020-08-15;73,1985095038657;Fn
23352;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A2;Safrinha;2019-01-01;2020-01-01;2019-02-10;2019-02-10;2019-02-15;0;0;72,1793431736008;F4
30726;Boa Vista;Paranatinga;27;Muito Argilosa 60%-100%;Safra 21/22 Algod�o A4;Safrinha;2021-01-01;2022-01-01;2021-02-03;2021-02-03;2021-02-08;2021-08-26;2021-09-26;82,7557197419298;0
19056;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 18/19 Algod�o A4;Safrinha;2018-01-01;2019-01-01;2018-02-02;2018-02-03;2018-02-07;0;0;80,7725839924259;FC
26666;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 20/21 Algod�o A2;Safrinha;2020-01-01;2020-12-31;2020-02-11;2020-03-10;2020-02-16;0;0;74,7236039918059;FC
15392;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 17/18 Algod�o A4;Safrinha;2017-01-01;2018-01-01;2017-01-29;2017-01-30;2017-02-03;2017-08-14;2017-09-02;79,3239461796842;FC
4621;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 15/16 Soja S6;Safra;2015-01-01;2016-01-01;2015-10-01;2015-10-02;2015-10-13;2015-01-22;2015-01-25;0;R5.5
6659;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 16/17 Soja S4;Safra;2016-01-01;2016-12-31;2016-10-04;2016-10-05;2016-10-14;2016-02-06;2016-02-08;45,4745844425293;R7
23220;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 19/20 Milho M1;Outros;2019-01-01;2020-01-01;2019-02-28;2019-02-28;2019-03-05;2019-08-18;2019-08-19;90;0
11353;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 16/17 Algod�o A9;Safrinha;2016-01-01;2016-12-31;2016-02-13;2016-02-15;2016-02-18;2016-09-09;2016-01-23;74,8858056449958;Fn
3742;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 14/15 Algod�o A7;Safrinha;2014-01-01;2015-01-01;2014-02-04;2014-02-05;0;2014-08-13;2014-08-15;0;0
2770;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 14/15 Soja S5;Safra;2014-01-01;2015-01-01;2014-10-12;2014-10-12;0;2014-02-02;2014-02-03;0;0
32273;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-01-10;2022-01-14;2022-01-16;0;0;0;0
6817;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 14/15 Milho M8;Safrinha;2014-01-01;2015-01-01;2014-02-12;2014-02-12;0;2014-08-20;2014-08-22;0;0
19587;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 18/19 Milho M9;Safrinha;2018-01-01;2019-01-01;2018-03-18;2018-03-18;2018-03-22;2018-08-11;2018-08-11;65,6810349269819;0
2134;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 15/16 Algod�o A7;Safrinha;2015-01-01;2016-01-01;2015-01-24;2015-01-25;2015-02-02;2015-07-16;2015-08-28;0;R7.2
25862;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 20/21 Soja S4;Safra;2020-01-01;2020-12-31;0;2020-10-21;2020-10-18;2020-02-08;2020-02-11;73,3568995238214;R5.4
33375;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 22/23 Soja S1;Safra;2022-01-01;2023-01-01;2022-09-26;2022-09-26;2022-10-01;2022-01-10;2022-01-10;70,6913439804964;R5.2
32438;Boa Vista;Botim;29;Muito Argilosa 60%-100%;Safra 22/23 Algod�o A6;Safrinha;2022-01-01;2023-01-01;2022-01-25;2022-01-25;2022-01-30;0;0;0;0
21147;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 19/20 Soja S3;Safra;2019-01-01;2020-01-01;2019-09-22;2019-09-28;2019-09-29;2019-01-25;2019-01-30;70,8765720125273;R5.5
29361;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 21/22 Soja S9;Safra;2021-01-01;2022-01-01;2021-09-17;2021-09-18;2021-09-25;2021-01-10;2021-01-16;60,0902246314861;R4
5393;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 15/16 Milho M3;Safrinha;2015-01-01;2016-01-01;2015-03-14;2015-03-14;2015-03-21;2015-08-29;2015-08-30;0;0
17972;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 18/19 Soja S2;Safra;2018-01-01;2019-01-01;2018-10-13;2018-10-13;2018-10-17;2018-01-28;2018-02-01;73,1718834045179;R6
12585;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 16/17 Milho M2;Safrinha;2016-01-01;2016-12-31;2016-03-19;2016-03-19;2016-03-23;2016-09-10;2016-09-15;71,949340720011;0
13851;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 17/18 Soja S4;Safra;2017-01-01;2018-01-01;2017-09-30;2017-10-01;2017-10-08;2017-01-27;2017-01-31;59,7806917560788;R5.5
22703;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 19/20 Algod�o A1;Safrinha;2019-01-01;2020-01-01;2019-01-26;2019-01-26;2019-01-30;0;0;77,0657969093087;Fn
15475;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 17/18 Milho M9;Safrinha;2017-01-01;2018-01-01;2017-03-07;2017-03-07;2017-03-12;2017-09-08;2017-09-11;79,7904968987996;0
30072;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 21/22 Algod�o A6;Safrinha;2021-01-01;2022-01-01;2021-01-11;2021-01-13;2021-01-16;2021-07-24;2021-07-29;82,5562802817836;C4
11779;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 16/17 Algod�o A8;Safrinha;2016-01-01;2016-12-31;2016-02-13;2016-02-13;2016-02-18;2016-09-09;2016-01-20;80,2632393666014;0
3346;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 14/15 Soja S5;Safra;2014-01-01;2015-01-01;2014-10-11;2014-10-11;0;2014-02-03;2014-02-04;0;0
11788;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 16/17 Algod�o A8;Safrinha;2016-01-01;2016-12-31;2016-02-15;2016-02-15;2016-02-20;2016-09-09;2016-01-20;79,1794957158895;0
15431;Boa Vista;Paranatinga;28;Muito Argilosa 60%-100%;Safra 17/18 Algod�o A7;Safrinha;2017-01-01;2018-01-01;2017-01-30;2017-01-30;2017-02-04;2017-08-15;2017-09-01;63,5696948478108;0
